embedding_x,embedding_y
5.754276,14.099279
17.550749,0.80886894
5.817993,18.078176
-9.065826,23.732492
2.8073373,18.541786
-9.200716,-4.4669695
12.505138,16.41624
-8.622196,12.639795
-7.485936,10.684559
-1.1780921,19.582018
-8.52328,-5.993222
2.8124356,18.546825
-8.146757,21.85237
-8.523286,-5.9932876
-9.381634,-4.587727
3.3021736,1.3185674
2.9015853,1.207187
-9.837132,23.83154
-2.7531629,13.432015
19.846813,2.3713865
-3.1152656,13.072188
-3.3638146,20.842216
-1.620302,15.970922
-1.3736783,16.004635
5.3390136,-11.869814
-9.837508,23.844961
-9.82362,23.839983
-3.8584251,23.032154
16.305248,4.4068146
-2.3317857,15.647899
-6.530485,22.300901
-1.2150507,22.552969
-7.0725207,22.438122
5.646162,-11.898855
-1.1888051,19.580515
-3.7816348,22.131279
-4.486688,21.038813
19.777239,2.3290098
-3.9367623,14.494636
-7.928487,21.968513
-1.6512188,-0.22375461
4.0132227,-0.32782933
-9.780966,23.86925
16.149618,15.385424
-3.5544608,21.814615
9.1118145,8.516124
-1.5070953,19.01889
3.2486384,8.120137
-0.7692814,21.935137
-3.58328,14.950932
-9.11621,23.788853
15.477521,15.826584
-7.680602,23.226381
-3.9387324,15.638231
-3.9758506,22.850725
-9.475837,23.996105
-8.387761,22.908491
-2.7695775,13.410708
-4.120671,21.93727
-7.661107,23.225948
-3.6566231,22.7342
-8.257541,22.806372
10.05954,25.520714
-7.8552856,22.058388
-8.020304,22.914059
-5.7737317,22.850967
-3.7755728,14.820677
-8.031698,21.950123
-7.2450986,24.452597
-7.4079523,24.198883
11.601455,11.542538
-9.074212,23.74015
1.9143767,-6.661431
12.009447,20.560291
2.1941195,20.140972
-3.9886837,14.438191
-8.208022,22.118002
16.14621,15.407229
-6.1527863,2.2533035
15.474136,15.828728
-2.3250322,15.676573
-1.8475801,13.787102
-12.476659,4.1880903
-3.5426831,21.785614
-6.5855966,22.378174
-7.2221694,24.460934
-3.61385,21.905794
-2.0863256,1.4473944
-7.4635396,24.142714
-3.964601,23.22202
-7.49276,10.692273
3.1940627,21.417442
2.7355306,18.40637
-8.323508,23.60909
-8.031556,21.947819
-2.0611281,16.029995
-2.0795553,15.860351
9.203755,-8.119814
-4.0274997,-8.341385
-8.03165,22.215792
6.241537,-11.592741
-3.6653855,21.49035
-3.5776222,21.824476
18.13075,0.8051558
-6.519361,22.391972
-7.2209234,24.464767
-8.359067,22.872847
17.052277,0.74663013
6.543148,18.199644
-3.992134,15.265274
0.33186764,21.612665
-7.7074394,23.844444
-9.157095,23.795332
-3.2411807,13.019501
-5.6030602,22.878323
-2.0739582,1.4415264
-0.16631438,20.977573
-8.523241,-5.993352
-7.5384326,24.552332
-3.4757485,22.954268
-3.8995981,-2.3277078
-7.2254777,24.459455
-1.4204638,13.971876
-8.318742,23.611502
-8.523123,-5.993623
-3.9514322,-9.048093
4.3012247,2.9799802
10.058826,25.523108
-8.969025,23.661894
3.1468499,1.2766299
-8.174512,21.847778
0.3102727,21.639318
-8.184064,21.809772
-4.2001266,-8.193343
5.343003,17.740042
-4.0441957,14.693644
-7.5499673,3.2304974
-7.577346,3.203241
8.6093,3.5952218
7.8719883,-4.1620593
-3.9674232,22.611807
-8.522837,-5.994155
9.146772,8.530874
6.0530224,18.491512
7.994229,3.1543474
6.863942,-9.63301
-9.008613,23.680304
-1.8473331,13.797112
-3.0961704,1.412732
-1.3700877,15.798848
-4.2467575,21.442137
-2.4891388,-0.5627153
18.167446,0.8168477
0.39198604,-6.095168
-9.042709,23.709553
0.23361102,21.666645
-3.99341,15.407483
-4.049384,22.958008
-7.614836,2.85543
-4.1539855,22.497091
-3.3146925,12.91428
-8.522957,-5.9940515
-1.4165014,22.456966
-8.709321,23.334188
-6.5086746,22.420502
7.431831,22.99778
6.533118,18.259552
4.7965846,-12.596499
-7.5637403,24.562666
-2.5570621,15.238181
2.803525,18.572073
-1.595611,14.413347
-3.6805532,21.69836
-1.6479256,-0.22063352
-8.076729,21.884897
-10.024919,20.614357
-4.134528,22.922817
-3.589677,21.322918
0.3336532,21.637962
4.034914,-0.35710296
-3.7343569,21.565634
-6.6046867,22.3767
5.5274944,-11.266867
5.319147,17.721056
-2.7378252,13.544647
2.5012078,19.31238
-8.337332,23.611013
5.6168,-11.32991
-9.403221,-4.6050673
-6.4724135,2.4152627
-3.319804,-0.4023849
-3.7041838,22.79402
4.828976,-12.530137
15.791862,15.871196
-1.2003903,22.56618
-1.8412334,13.789585
0.06938086,21.819695
9.466787,-8.333895
16.15403,15.385899
-3.335804,20.55571
4.819772,-12.548151
-8.167178,21.873785
17.85421,0.74423146
15.3482485,15.9349985
-13.185915,-2.4042745
3.0390425,7.229329
-8.211543,22.81508
19.135098,1.5138941
-9.8430395,23.852905
0.0053837188,21.838709
15.4756975,15.885171
-2.6896763,1.429916
-2.9845874,1.7414596
-8.320454,22.855358
-0.41669807,22.149967
-7.9392633,21.967796
-2.0602977,15.88768
5.990386,-12.600074
-9.335442,2.715383
-3.5204678,12.602928
-4.9687552,22.859917
-4.498126,21.025602
-9.492853,2.8405461
-8.701064,23.354485
-3.9483144,-9.0388975
11.613981,11.54086
-2.9725747,13.243248
-3.3645854,12.846605
6.5005417,18.604715
16.039062,15.319708
-7.4734664,22.742413
-3.8323479,14.669071
-2.3437796,15.608955
-1.8861246,13.7731
-3.3078907,12.912365
-9.1730385,23.815458
-3.3357167,20.506813
-7.908393,22.005878
17.40818,0.7112379
5.0426707,-0.7637242
-1.0142481,14.471799
7.8709445,-4.164695
13.956047,-3.5450497
-1.6006956,13.955453
5.3423004,-0.3995095
-2.9269917,13.262736
-4.199959,-8.206369
0.0039677816,21.606192
-0.048773978,21.870409
-12.468137,4.1768694
-3.466509,12.687896
18.379086,0.87679297
19.659302,0.014295738
7.87128,-4.164994
-8.147963,21.845617
-1.166976,19.574461
12.509616,16.415956
-1.1564653,19.527534
-1.1791308,19.563423
-1.1737375,19.555326
-0.8663208,16.141708
-7.2455435,24.436588
5.0516663,-0.7588497
14.283174,4.2931433
3.7008362,7.1517563
19.739197,2.289772
10.06024,25.521507
5.0517716,-12.21379
-6.454859,22.053131
-1.189957,22.575409
-13.184226,-2.4060352
-7.6069384,3.1523008
-9.001133,23.70221
-4.381614,21.200298
-8.637521,23.236502
-5.4881196,22.890755
-3.3372662,20.519741
-8.523023,-5.9938602
-3.1203454,1.4499464
-9.101352,23.775072
-8.525769,23.594488
-12.464424,4.1717143
-5.260975,22.952618
-1.1306283,-0.12582272
2.6931026,18.378557
-7.0769744,2.3033597
-0.24590725,21.167048
-3.579617,21.302406
-3.5919297,21.936571
2.245467,20.003714
2.8632948,1.1854337
-0.029985419,21.861214
-4.4946375,21.02735
-9.021498,23.723133
2.3939142,19.678099
-9.633069,23.802876
-4.685927,23.598782
-4.021252,21.69766
17.328491,0.7287277
-3.3472466,20.506096
7.8708615,-4.162236
10.058968,25.522602
-8.186091,22.400059
-7.502162,10.701118
-7.9071264,22.065855
-8.26962,22.811108
-1.8959752,13.764317
0.29580346,21.738352
-3.6545424,22.761578
4.853809,-12.586083
-2.4400837,15.438693
10.113181,25.469896
-0.72673905,21.919636
-2.3147438,-1.9208775
-3.9223292,-8.097077
5.6142716,-11.178189
-3.5217218,22.979052
9.417696,-8.297731
10.055978,25.523636
5.4693713,17.807476
9.24096,-8.153847
-3.7968223,15.665803
-2.9043682,-1.3035706
-4.952066,23.109434
19.67007,-0.010250411
15.706948,15.181712
-9.396968,-4.5978546
4.534274,-0.74579144
-7.1892047,24.433182
-5.015039,23.152243
3.1196647,7.337166
-3.466705,22.90742
-8.168708,21.832867
-8.8586445,23.520632
-1.2003865,17.33919
15.714538,15.212548
-1.7156985,-0.256468
-0.8866357,16.13749
-8.523013,-5.99384
-3.7420778,-2.4448004
-3.927099,15.653682
-2.7494774,13.437712
-4.494845,21.070415
4.238195,-0.6438365
-2.0516424,1.3683523
-2.9216573,-2.6009417
9.232113,-8.143146
-2.0831187,1.4398166
6.5339932,18.204725
-12.464517,4.172834
-9.006131,23.69427
-9.114401,-4.4248834
0.064325966,21.268806
3.289119,1.3145713
2.5335498,19.23365
-3.7179506,-2.5171115
-7.4353995,24.175924
2.701119,18.368074
5.306903,17.714403
-5.638105,22.8598
-4.5367074,20.973274
-3.9706044,14.431144
6.7428727,-9.752627
-12.470566,4.1793685
16.16228,15.418682
5.644817,17.955
5.9592943,18.472443
-9.0962,23.759478
-3.8558571,21.889036
-0.7448517,21.923891
-8.653196,23.27394
-1.6902194,-0.2575837
-8.441931,23.583326
4.566393,9.462509
-4.50246,21.02829
14.08274,7.048355
16.290426,4.4445515
0.39755756,-6.0986924
5.6143646,-11.272136
16.858349,0.29565763
3.808712,7.4327717
-3.962482,14.437657
-3.6656191,-2.6370807
3.3235106,1.3361356
-1.1024724,-0.12342816
13.804126,-3.6974623
4.8189707,-12.552174
2.549869,-6.4202075
-2.8197124,1.3677635
12.515472,16.423647
-2.8090124,-2.561249
-2.2683132,15.744541
-9.382711,-4.588985
-13.195558,-2.3942156
-2.8681657,-1.2605559
-9.124574,23.781109
-8.326182,23.613548
-1.056999,-0.16209868
-16.023432,-2.9749022
16.471579,15.970562
-1.3530655,22.330976
-0.0029949953,21.446463
6.2574816,18.156105
14.083708,7.0487833
10.47324,15.253015
-2.8393273,-2.5936608
-8.161999,21.873089
-2.6483538,-2.3418205
-4.5384645,20.95728
-3.6629133,21.487513
5.6161504,-11.408901
5.526746,-11.318491
-6.5233297,2.3662627
5.9756837,-12.515005
2.5375443,-6.4215536
-2.8112414,-2.5769076
5.321045,17.727262
3.704479,7.3413005
0.2581607,21.708504
-9.382486,-4.5875487
5.939442,-12.539221
6.9476485,-9.5591755
3.0699651,7.20984
16.850464,0.28117067
-2.9293885,23.089836
0.39878687,-6.0996675
5.900915,18.439137
3.8202107,7.4521317
-3.5346663,21.813238
-3.6027198,23.017048
-0.7086741,21.916239
-3.90056,23.149303
16.480215,16.007795
5.674117,-11.991464
-13.18957,-2.4009464
6.0230327,-12.645713
16.37929,16.33556
-1.1881453,19.550611
-1.1798204,19.55039
-1.066462,-0.16494104
-1.1854458,19.55311
3.7360682,7.305938
-1.6526822,14.328806
-8.634586,23.231453
-7.6131854,24.520922
-7.6989555,23.971056
-9.085346,23.756468
-9.026694,23.721191
-10.064072,20.579454
-8.341961,23.612583
-6.4749827,22.046219
-3.8078492,23.010984
-2.2721548,-1.8797619
2.8165932,18.553122
-4.3706694,21.207674
9.109996,8.582297
-9.375848,2.7413096
-15.995073,-2.9460108
-1.1539568,14.846923
-5.8384743,22.797903
2.8087804,18.543623
11.648069,11.537317
18.695747,0.9759362
5.721786,14.079149
16.471699,15.980848
-6.529175,2.3870466
5.552072,-11.328068
1.9498603,-6.6004457
2.3315365,-10.559481
-10.062348,20.581627
-4.734614,23.639315
-3.9126384,15.18005
-0.041252498,21.876259
-8.528395,23.576553
2.3274868,-10.544902
-2.9274187,23.091057
-6.241126,2.0015113
14.385848,4.223686
-7.4609523,10.65727
-4.800865,23.545202
-9.3268585,2.7090423
-9.012404,23.7168
-6.517456,22.376173
-8.157774,21.842905
-1.161074,19.582582
-9.39077,-4.597787
-4.042144,21.451427
-3.2997847,12.935119
5.360389,-0.4094571
5.3567605,17.754433
-1.6745243,14.400957
-3.9176147,-2.2918947
10.779623,15.120872
5.725225,14.053821
-9.120355,23.784071
-8.198266,22.307533
3.06864,21.27369
16.285881,4.3846574
-1.909938,13.7578335
-5.626695,22.858059
-1.594449,13.876691
2.2339988,19.95972
-2.4543512,15.182517
-2.0871665,1.4499451
-3.8697324,14.652191
5.9452634,17.92346
0.08361995,21.133299
-9.10522,23.762514
-10.01125,20.630344
5.3552356,17.749716
-7.90464,22.023918
-6.707723,22.408054
9.11756,8.517233
5.7241983,14.077522
6.533027,18.179867
4.239256,-0.6437571
9.131608,8.522164
-8.166166,22.449728
13.955843,-3.5456357
-3.9175892,-2.291846
15.728957,15.20695
-8.22895,22.80522
-3.0351198,1.3460088
-9.367124,-4.5753875
0.05195723,21.82398
-6.4721923,22.110926
-8.155923,22.462975
19.288435,1.6660355
5.058694,-0.7615356
-2.7617888,-2.5273669
0.34761134,21.638575
-7.684016,23.542807
-6.432247,22.325148
-3.379639,20.869051
-2.2198174,15.633434
-3.3247275,12.893974
-4.9587326,23.12765
-2.8088353,-2.5659413
-6.166369,2.2205648
-1.9165866,13.7535515
-7.908028,22.02805
5.0307736,-0.77457863
-7.066152,22.433043
-10.020553,20.613316
-3.4911685,22.982176
-1.6257621,14.239262
7.786268,22.959442
0.0047756373,21.199665
-8.148776,22.318037
15.462007,15.917889
5.3721466,-0.40917614
-5.4538417,22.875914
-2.9853666,13.221895
-13.238638,-2.3527253
-4.2044044,15.351788
1.9052364,-6.6599917
6.4964643,18.603497
-2.0701044,1.4337277
-8.913986,23.567774
5.3616333,-0.41651943
4.805344,-12.600728
-1.652948,-0.22513564
3.803149,7.4384875
-4.228402,21.847656
16.297264,15.837043
2.362456,-10.556032
-9.361502,-4.5698996
16.303003,4.432652
3.1887898,7.174584
3.7481403,7.3609214
-2.788289,13.388556
-3.9623673,22.017307
7.152438,8.646959
-4.7840924,23.070625
2.4957032,19.352467
-15.963054,-2.9298182
5.78055,-12.043543
3.2189295,8.039907
4.2339206,-0.6377173
-7.563593,23.99236
1.8020939,-6.749934
2.6960087,18.362955
-9.349613,2.7303612
9.140615,8.528781
-5.808248,22.824253
-3.9620013,14.428016
-1.4691614,22.423367
-3.2592227,12.973136
3.2351553,8.095527
-4.9149885,23.128952
-2.463077,15.379028
-9.470477,23.992897
2.405992,-6.5502567
-8.696237,23.295164
-2.8285983,13.366397
15.512937,15.82607
-5.4034314,22.944971
2.2554083,19.993937
-3.678871,14.78341
6.0578694,18.110281
6.8629622,-9.633524
-9.341035,2.7185795
-15.971428,-2.9377794
-1.7424089,-0.20002973
-8.184795,22.839272
-8.258491,22.801394
-1.1336195,19.556004
5.8757224,18.422554
7.689244,23.000534
-9.100247,12.711929
12.501911,16.418358
5.726814,14.078207
-15.985829,-2.9518447
5.9695635,-12.459624
0.32644254,21.613585
-5.1577983,22.929985
-3.329126,20.47524
-7.61603,3.1423643
19.861696,2.3897069
16.117216,15.621333
6.960141,-9.546326
-4.005466,-8.375222
-3.5799284,21.307102
1.9366422,-6.6217694
-3.9501445,15.631563
-3.979718,15.25603
-2.063131,1.4602764
4.2457924,-0.6668826
-8.705716,23.313637
-5.6355624,22.859688
-1.6773665,14.31753
-2.5414736,-0.919266
10.079619,25.504131
-3.7155707,-2.5439339
-7.513431,3.2464294
2.3349545,-10.556177
17.73957,0.7167
-15.988484,-2.9534118
9.467538,-8.336037
19.848501,2.3748488
19.754091,2.3058379
3.2971325,12.492185
-12.46849,4.1766963
6.512124,18.225054
-2.3447845,15.617382
2.4350274,19.565334
-2.0527782,15.823532
-4.008606,-8.38476
5.618252,-12.294283
6.309117,18.192942
-7.2307715,24.456371
-9.363733,-4.5690737
-6.416813,2.3508246
-5.2614236,22.946142
-15.980161,-2.9453375
-8.222227,22.83157
-2.922926,23.081432
4.754756,-0.8915929
1.8359014,-6.7079315
-4.9895678,23.082317
7.875342,-4.1701937
7.050706,8.619969
2.8287382,1.1686885
-4.2121944,-8.21268
2.8296585,1.168468
-4.5592566,22.761562
-16.042236,-2.9859262
-3.683508,22.771935
-0.39068615,22.135847
10.111308,25.473032
19.21348,1.6014091
17.651995,0.70068973
-9.825717,23.8443
18.375784,0.87682503
-2.0449777,15.834334
-4.161551,21.944275
0.26237404,21.563246
10.05759,25.506784
-2.4590166,15.424117
-4.0235233,15.324357
-3.5494268,21.80244
-1.2065067,-0.17366706
-6.5045996,22.401562
-1.4144738,13.991087
-4.0546236,22.567396
19.660477,2.1959984
-3.3596334,12.859
6.4433084,18.639164
3.930264,7.0461693
5.880869,18.41426
-13.180302,-2.4070425
-4.0463433,23.008944
-4.539898,20.95684
4.251235,-0.67867863
11.603803,11.539988
-2.9202929,13.274591
0.25548762,21.587196
-4.9260354,23.10674
-2.8054326,13.385801
-4.0025883,23.138578
-3.7803001,15.805804
9.128201,8.520004
6.00039,-12.466484
-16.044498,-2.9874694
-5.8499784,22.833673
13.73077,-3.7715027
-3.0316567,1.6811603
7.8755083,-4.1706753
11.614357,11.541646
13.962869,-3.5385265
-5.021643,23.08568
-1.8976655,13.762747
-5.814825,22.808437
-3.6211088,21.742306
-6.8247995,2.7406318
4.09172,7.7405715
-9.772009,23.826328
-1.2031959,14.20645
2.4227207,19.47271
-9.486767,2.8339493
19.904316,2.4302316
-1.700356,-0.24603388
3.7618928,7.39462
-3.5799992,23.111069
5.417375,-11.667119
-4.0233946,-8.365933
-6.9353266,2.8292909
-9.337318,-4.5486045
6.5428143,18.201756
-7.777211,23.13056
16.490477,15.980543
-9.795215,23.868412
5.8965073,18.090311
11.648799,11.528138
2.834326,1.1673735
-3.9702494,15.4079275
-8.39389,22.912697
-6.4616175,2.4005005
-3.3365412,20.536541
-8.373317,22.888582
-3.9196324,-2.26815
-1.5518548,14.451097
7.875513,-4.172989
4.242271,-0.67621315
1.9064109,-6.6185484
5.665266,-12.001461
7.8769627,-4.1671114
-1.9387213,16.225613
3.3376,1.340742
-6.4303713,22.361877
-7.023634,2.868774
-6.415229,22.428802
-6.4589767,22.05246
-7.493226,24.5097
-16.05674,-2.9935606
-5.4158154,22.947327
-7.66355,23.861052
-9.365715,-4.5749383
-6.421926,22.384037
-6.438137,22.35453
-2.4739733,13.587414
5.0616484,-0.7866543
3.944959,7.0315614
-3.938695,-8.107502
-4.855931,22.915468
-1.6737632,22.452969
-3.9678829,-8.24252
-7.891627,22.05539
-3.3359747,20.531015
3.8273096,7.4646754
5.362368,-0.43363878
7.8757973,-4.182179
-13.164021,-2.4227078
3.3647156,1.3533555
-16.110525,-3.0247917
6.241519,18.120491
16.201372,15.709109
-9.484449,24.003965
-1.9652911,22.560314
2.8322282,1.166734
-7.6125417,3.2227716
6.8469553,-9.648795
-16.135649,-3.0336516
0.2132723,21.62531
19.351225,1.727451
-3.9114032,-2.219553
5.593984,-11.317562
-6.633363,2.4082992
-7.613527,3.1368766
-1.9382265,22.551388
-3.9197369,-9.08827
-0.00044044433,21.625793
-2.8553345,13.3511715
3.1992986,21.422705
-16.134104,-3.0322537
7.4478164,22.990519
7.8728538,-4.1843243
5.098375,-0.77144617
3.7198725,7.166899
-16.160265,-3.0588007
-16.134243,-3.032506
-7.6691074,23.233566
-16.138405,-3.0345032
10.122761,25.461998
-4.0160947,23.11483
-1.2132758,19.442574
-16.141747,-3.0377164
-16.138527,-3.0346484
-16.138725,-3.0346804
19.658373,0.0031738097
-1.1218159,19.458363
2.4970737,-6.4365864
-3.7020378,-2.5497494
-2.8092878,-2.5487406
7.7392116,22.980993
-16.145535,-3.041425
19.763803,2.315745
14.291173,4.284893
-16.164597,-3.060633
-9.109327,12.70414
12.49835,16.395914
-1.2592139,19.397707
-4.289888,15.41134
12.488158,16.410355
10.250885,15.388049
5.70654,14.071884
12.020531,20.570591
11.234229,8.92896
3.2978082,12.495964
11.3366375,11.538529
3.7403893,7.3528976
3.3596292,1.341305
5.3742685,-0.4059472
-0.9117865,19.486874
-16.1532,-3.0488899
3.236267,8.10069
2.8038383,1.1519048
-16.140255,-3.036212
-16.1404,-3.0363796
2.4557223,20.018066
-0.44819742,22.124056
-4.0387,-1.2076327
-9.969133,20.71491
-9.330103,-4.5473886
7.873107,-4.1872983
-3.7869074,22.106546
3.1986718,8.005632
2.3405192,-10.540638
-13.1555,-2.4304852
-4.1286106,15.438929
-14.68914,-0.655003
-2.7161748,-2.4262645
5.0926466,-0.7741468
-2.471071,-2.1649923
5.093196,-0.7696771
7.8749304,-4.175376
7.7955785,22.98572
5.382289,17.772938
-6.4760656,22.081478
19.66187,0.013669604
-13.141617,-2.4425926
3.7329328,7.130229
-13.141637,-2.442606
-14.689112,-0.65581167
3.3755915,1.3567665
14.299001,4.282259
-9.294243,-4.5178256
15.508946,15.79303
-3.6586754,22.745459
3.4249916,1.3846129
-4.4237475,21.138596
-4.2567787,22.892548
-9.955169,20.677465
17.728594,0.71641773
-5.387691,22.950016
2.3532572,-6.521549
-2.696532,15.114564
-3.0294871,0.5390154
0.022080349,21.841967
-0.92714256,16.026499
-1.5606833,13.880344
17.508842,0.80239254
10.066238,25.515865
-14.689411,-0.6549263
-3.9979172,21.97979
-14.689257,-0.654954
6.831427,-9.66416
-1.9466774,22.553242
-2.9606638,1.3261607
-3.928177,-8.143884
-4.0920916,-8.704134
-4.4530835,-0.001196101
-3.6258097,-2.6249542
5.376959,-0.46697825
2.8030684,18.517664
-13.124137,-2.4576921
2.3391352,19.68735
-14.689139,-0.65479827
-4.3012953,15.408369
2.3800535,19.745296
-5.3031664,22.926115
16.401522,15.901306
-1.4612402,19.060738
3.1945899,21.42064
-4.022999,22.891672
-6.216123,2.2638357
-9.476276,23.99635
-4.722885,23.616482
0.3235484,21.65225
-8.009392,21.891829
-6.1683164,2.21833
-1.5506995,22.42983
5.784172,18.033325
-12.682486,4.458674
-7.946644,21.97837
18.66301,0.9724526
-7.610919,24.539516
2.4282506,19.581514
-2.2317936,17.088692
-8.378289,12.787403
5.8214126,-12.386406
17.104969,0.76967525
6.126121,18.054403
6.526177,18.176264
-3.5182354,21.791878
-14.689262,-0.65480274
-3.9159708,-9.082671
5.6918,14.059518
19.233778,1.6214538
-3.0708857,1.4450285
-4.0585985,-8.713018
19.635418,2.17818
-2.0104327,16.201086
-2.8003032,1.3698504
-9.987394,20.638466
-2.5331175,-0.9301394
-4.7169104,23.622528
14.308713,4.272608
-3.0546317,1.4400553
16.291786,4.400249
-2.0839374,1.4462595
-4.9647284,23.123606
-7.6272097,24.533571
-7.6740174,24.258602
6.4090757,18.666906
-1.6371491,22.424065
-9.30877,-4.5328903
-14.689458,-0.65456283
13.95554,-3.5458233
2.7726038,1.1331784
-1.6819974,14.241069
-4.0196624,-8.3421955
-3.6941137,22.751566
-14.689296,-0.6546955
-13.13227,-2.450802
16.715067,16.255198
-3.9709668,14.3941765
16.077166,15.600713
6.7940087,-9.701667
17.095575,-0.10153379
-3.3161273,20.476984
0.2995889,21.123186
-7.576678,23.963442
16.291336,4.403615
-2.8246596,-2.582554
-2.0708902,13.710805
4.2373605,-0.66734815
-3.693271,22.761179
6.889339,-9.607995
-1.4987261,15.661379
1.979917,-6.6749864
0.22481714,21.705454
-7.9216022,22.012205
17.049557,0.7414648
-3.6912673,14.760476
-12.476778,4.186587
-6.995248,22.4567
15.787337,15.822838
-1.3952377,22.477276
-6.4822726,22.130976
5.5930486,-11.733022
5.6900773,-12.051585
0.26744822,21.585657
16.29076,4.402617
-3.0489519,13.153612
-8.9963045,23.651701
